# plan_sha256=2b6a372cbb9151c464c87860cfb4190570bd02f55a13a9f82eb7c2aa74ccd581
step,table,row_key,label,change,before,after
4 period_semantics,ufc_bout_results,668b87c5-dec4-44f2-b0f0-965ef87c498e,UFC 36: Worlds Collide | Matt Lindland v Pat Miletich,period_structure/ending_period_kind/number/elapsed,NULL,rounds/round 1 elapsed=189s (raw round=1 time=189s format=3 Rnd (5-5-5))
4 period_semantics,ufc_bout_results,fc7eaa4a-5b33-4215-8342-1264d0bfce25,UFC 37: High Impact | Phil Baroni v Amar Suloev,period_structure/ending_period_kind/number/elapsed,NULL,rounds/round 1 elapsed=179s (raw round=1 time=179s format=3 Rnd (5-5-5))
4 period_semantics,ufc_bout_results,aef7ed16-7897-4f68-8811-30d9b36ed557,UFC 37: High Impact | BJ Penn v Paul Creighton,period_structure/ending_period_kind/number/elapsed,NULL,rounds/round 2 elapsed=503s (raw round=2 time=203s format=3 Rnd (5-5-5))
4 period_semantics,ufc_bout_results,07229829-523b-4f72-ab33-891e5e9f870d,UFC 34: High Voltage | Ricco Rodriguez v Pete Williams,period_structure/ending_period_kind/number/elapsed,NULL,rounds/round 2 elapsed=542s (raw round=2 time=242s format=3 Rnd (5-5-5))
4 period_semantics,ufc_bout_results,6b36ef7f-5f7e-44c8-b94a-23a957f2cfc0,UFC 32: Showdown in the Meadowlands | Tito Ortiz v Elvis Sinosic,period_structure/ending_period_kind/number/elapsed,NULL,rounds/round 1 elapsed=212s (raw round=1 time=212s format=5 Rnd (5-5-5-5-5))
4 period_semantics,ufc_bout_results,9ff69e3c-b760-4449-b64c-6ff7ea75a514,UFC 31: Locked and Loaded | BJ Penn v Joey Gilbert,period_structure/ending_period_kind/number/elapsed,NULL,rounds/round 1 elapsed=297s (raw round=1 time=297s format=3 Rnd (5-5-5))
4 period_semantics,ufc_bout_results,7a8f4383-931b-4969-bf89-a9ff7c1a52f4,UFC 24: First Defense | Bob Cook v Tiki Ghosn,period_structure/ending_period_kind/number/elapsed,NULL,rounds/round 2 elapsed=389s (raw round=2 time=89s format=3 Rnd (5-5-5))
4 period_semantics,ufc_bout_results,eca5f6dd-5baa-4f4d-8b09-6c6f996c1b5e,UFC 27: Ultimate Bad Boyz | Pedro Rizzo v Dan Severn,period_structure/ending_period_kind/number/elapsed,NULL,rounds/round 1 elapsed=93s (raw round=1 time=93s format=3 Rnd (5-5-5))
4 period_semantics,ufc_bout_results,b4282162-5dde-4cd0-a5db-276457a3efc4,UFC 30: Battle on the Boardwalk | Pedro Rizzo v Josh Barnett,period_structure/ending_period_kind/number/elapsed,NULL,rounds/round 2 elapsed=561s (raw round=2 time=261s format=3 Rnd (5-5-5))
4 period_semantics,ufc_bout_results,ceef7054-d609-40b7-9093-7a92af8fc5fd,UFC 23: Ultimate Japan 2 | Pedro Rizzo v Tsuyoshi Kohsaka,period_structure/ending_period_kind/number/elapsed,NULL,rounds/round 3 elapsed=677s (raw round=3 time=77s format=3 Rnd (5-5-5))
4 period_semantics,ufc_bout_results,34b112b5-c0c3-4e33-ac98-5260ffec983a,UFC - Ultimate Brazil | Pedro Rizzo v David Abbott,period_structure/ending_period_kind/number/elapsed,NULL,regulation_overtime/regulation_period 1 elapsed=487s (raw round=1 time=487s format=1 Rnd + OT (12-3))
4 period_semantics,ufc_bout_results,a639c939-4841-4de4-b3c1-7d05352410de,UFC 17: Redemption | Andre Roberts v Harry Moskowitz,period_structure/ending_period_kind/number/elapsed,NULL,regulation_overtime/overtime 1 elapsed=900s (raw round=2 time=180s format=1 Rnd + OT (12-3))
4 period_semantics,ufc_bout_results,0fba79b4-d92d-462c-92ce-f171edc776dd,UFC 27: Ultimate Bad Boyz | Yuki Kondo v Alexandre Dantas,period_structure/ending_period_kind/number/elapsed,NULL,rounds/round 3 elapsed=748s (raw round=3 time=148s format=3 Rnd (5-5-5))
4 period_semantics,ufc_bout_results,23546007-bd49-4123-b6c4-24aefcc81a22,UFC - Ultimate Brazil | Pat Miletich v Mikey Burnett,period_structure/ending_period_kind/number/elapsed,NULL,regulation_overtime/overtime 2 elapsed=1260s (raw round=3 time=180s format=1 Rnd + 2OT (15-3-3))
4 period_semantics,ufc_bout_results,c75711eb-a1a4-4ab8-97f2-90ccf7a2cb70,UFC 29: Defense of the Belts | Chuck Liddell v Jeff Monson,period_structure/ending_period_kind/number/elapsed,NULL,rounds/round 3 elapsed=900s (raw round=3 time=300s format=3 Rnd (5-5-5))
4 period_semantics,ufc_bout_results,17f257fe-06f5-4c8f-a496-5496a65a73af,UFC 29: Defense of the Belts | Tito Ortiz v Yuki Kondo,period_structure/ending_period_kind/number/elapsed,NULL,rounds/round 1 elapsed=112s (raw round=1 time=112s format=5 Rnd (5-5-5-5-5))
4 period_semantics,ufc_bout_results,e937765a-117f-46f9-9301-65bf1a684123,UFC 27: Ultimate Bad Boyz | Maurice Smith v Bobby Hoffman,period_structure/ending_period_kind/number/elapsed,NULL,rounds/round 3 elapsed=900s (raw round=3 time=300s format=3 Rnd (5-5-5))
4 period_semantics,ufc_bout_results,e5ae3d64-4bff-4407-aaac-0fd3f029ab8d,UFC 27: Ultimate Bad Boyz | Jeff Monson v Tim Lajcik,period_structure/ending_period_kind/number/elapsed,NULL,rounds/round 2 elapsed=600s (raw round=2 time=300s format=2 Rnd (5-5))
4 period_semantics,ufc_bout_results,ffc82bc3-0a5b-40bf-a6e6-cc277a05ff1c,UFC 24: First Defense | Shonie Carter v Brad Gumm,period_structure/ending_period_kind/number/elapsed,NULL,rounds/round 2 elapsed=600s (raw round=2 time=300s format=2 Rnd (5-5))
4 period_semantics,ufc_bout_results,14b7ebee-af95-46a0-9947-b06871492ff3,UFC - Ultimate Brazil | Tulio Palhares v Adriano Santos,period_structure/ending_period_kind/number/elapsed,NULL,regulation_overtime/regulation_period 1 elapsed=540s (raw round=1 time=540s format=1 Rnd + OT (12-3))
4 period_semantics,ufc_bout_results,b4e9ea4f-5054-4fc9-a28e-3159dd1c03f6,UFC 17: Redemption | Dan Henderson v Carlos Newton,period_structure/ending_period_kind/number/elapsed,NULL,regulation_overtime/overtime 1 elapsed=900s (raw round=2 time=180s format=1 Rnd + OT (12-3))
4 period_semantics,ufc_bout_results,64e96c27-0739-484b-ad94-4c73fb987114,UFC 16: Battle in the Bayou | Pat Miletich v Townsend Saunders,period_structure/ending_period_kind/number/elapsed,NULL,regulation_overtime/overtime 1 elapsed=900s (raw round=2 time=180s format=1 Rnd + OT (12-3))
4 period_semantics,ufc_bout_results,77df7dcb-c3db-4b32-b663-7294b73f6a5b,UFC 28: High Stakes | Andrei Arlovski v Aaron Brink,period_structure/ending_period_kind/number/elapsed,NULL,rounds/round 1 elapsed=55s (raw round=1 time=55s format=3 Rnd (5-5-5))
4 period_semantics,ufc_bout_results,cab229a7-0ef1-4471-a566-30ff794efe56,UFC 24: First Defense | Scott Adams v Ian Freeman,period_structure/ending_period_kind/number/elapsed,NULL,rounds/round 1 elapsed=189s (raw round=1 time=189s format=2 Rnd (5-5))
4 period_semantics,ufc_bout_results,ddf97751-7b3b-4407-ab19-03d3df1a2003,UFC - Ultimate Brazil | Ebenezer Fontes Braga v Jeremy Horn,period_structure/ending_period_kind/number/elapsed,NULL,regulation_overtime/regulation_period 1 elapsed=207s (raw round=1 time=207s format=1 Rnd + OT (12-3))
4 period_semantics,ufc_bout_results,21d6e993-10a0-4417-8b0c-5c9be5427f82,UFC 16: Battle in the Bayou | Jerry Bohlander v Kevin Jackson,period_structure/ending_period_kind/number/elapsed,NULL,regulation_overtime/regulation_period 1 elapsed=623s (raw round=1 time=623s format=1 Rnd + OT (12-3))
4 period_semantics,ufc_bout_results,e8d20e56-714c-46b1-bf03-059b73824611,UFC 16: Battle in the Bayou | Mikey Burnett v Eugenio Tadeu,period_structure/ending_period_kind/number/elapsed,NULL,regulation_overtime/regulation_period 1 elapsed=585s (raw round=1 time=585s format=1 Rnd + OT (12-3))
4 period_semantics,ufc_bout_results,732cb45e-5b51-4fe8-bcd0-9c35cab0062c,UFC 29: Defense of the Belts | Evan Tanner v Lance Gibson,period_structure/ending_period_kind/number/elapsed,NULL,rounds/round 1 elapsed=298s (raw round=1 time=298s format=3 Rnd (5-5-5))
4 period_semantics,ufc_bout_results,416bacf5-ee60-467c-bc2f-c005d4e203b5,UFC 28: High Stakes | Renato Sobral v Maurice Smith,period_structure/ending_period_kind/number/elapsed,NULL,rounds/round 3 elapsed=900s (raw round=3 time=300s format=3 Rnd (5-5-5))
4 period_semantics,ufc_bout_results,5c82c228-8452-4ffc-aa85-9613e8027283,UFC - Ultimate Brazil | Cesar Marscucci v Paulo Santos,period_structure/ending_period_kind/number/elapsed,NULL,regulation_overtime/regulation_period 1 elapsed=627s (raw round=1 time=627s format=1 Rnd + OT (12-3))
4 period_semantics,ufc_bout_results,2196d694-c3aa-49ab-9b8a-0e7452b11a19,UFC 30: Battle on the Boardwalk | Bobby Hoffman v Mark Robinson,period_structure/ending_period_kind/number/elapsed,NULL,rounds/round 1 elapsed=207s (raw round=1 time=207s format=2 Rnd (5-5))
4 period_semantics,ufc_bout_results,bbb8fdf9-fef1-47a1-bab7-b734504242af,UFC 28: High Stakes | Mark Hughes v Alex Stiebling,period_structure/ending_period_kind/number/elapsed,NULL,rounds/round 2 elapsed=600s (raw round=2 time=300s format=2 Rnd (5-5))
4 period_semantics,ufc_bout_results,8566ef61-3e74-4a13-86fd-206b80e925a7,UFC 27: Ultimate Bad Boyz | Brad Gumm v CJ Fernandes,period_structure/ending_period_kind/number/elapsed,NULL,rounds/round 2 elapsed=600s (raw round=2 time=300s format=2 Rnd (5-5))
4 period_semantics,ufc_bout_results,d1f49d6e-3014-458b-a3d8-84b93d6b0ff8,UFC 17: Redemption | Carlos Newton v Bob Gilstrap,period_structure/ending_period_kind/number/elapsed,NULL,regulation_overtime/regulation_period 1 elapsed=52s (raw round=1 time=52s format=1 Rnd + OT (12-3))
4 period_semantics,ufc_bout_results,a32b50c9-71a0-4fd9-b3b9-1dbb4b087393,UFC 26: Ultimate Field Of Dreams | Kevin Randleman v Pedro Rizzo,period_structure/ending_period_kind/number/elapsed,NULL,rounds/round 5 elapsed=1500s (raw round=5 time=300s format=5 Rnd (5-5-5-5-5))
4 period_semantics,ufc_bout_results,1f436fca-ba41-4bdc-9d54-5e19b30cf34a,UFC 26: Ultimate Field Of Dreams | Shonie Carter v Adrian Serrano,period_structure/ending_period_kind/number/elapsed,NULL,rounds/round 2 elapsed=600s (raw round=2 time=300s format=2 Rnd (5-5))
4 period_semantics,ufc_bout_results,7572b601-3c9d-4841-a18c-b8c6b28d877a,UFC 17: Redemption | Mike van Arsdale v Joe Pardo,period_structure/ending_period_kind/number/elapsed,NULL,regulation_overtime/regulation_period 1 elapsed=661s (raw round=1 time=661s format=1 Rnd + OT (12-3))
4 period_semantics,ufc_bout_results,9a687567-cecf-4430-adbf-95f5ec9e83fb,UFC 29: Defense of the Belts | Fabiano Iha v Daiju Takase,period_structure/ending_period_kind/number/elapsed,NULL,rounds/round 1 elapsed=144s (raw round=1 time=144s format=3 Rnd (5-5-5))
4 period_semantics,ufc_bout_results,0514c207-6799-4d42-ab41-0ec8e6693805,UFC 26: Ultimate Field Of Dreams | Jens Pulver v Joao Roque,period_structure/ending_period_kind/number/elapsed,NULL,rounds/round 3 elapsed=900s (raw round=3 time=300s format=3 Rnd (5-5-5))
4 period_semantics,ufc_bout_results,fa2984bf-7912-414d-afab-2510c2641a2b,UFC - Ultimate Brazil | Frank Shamrock v John Lober,period_structure/ending_period_kind/number/elapsed,NULL,regulation_overtime/regulation_period 1 elapsed=460s (raw round=1 time=460s format=1 Rnd + 2OT (15-3-3))
4 period_semantics,ufc_bout_results,f710e9c3-d931-42d4-b561-9e116938973c,UFC 17: Redemption | David Abbott v Hugo Duarte,period_structure/ending_period_kind/number/elapsed,NULL,regulation_overtime/regulation_period 1 elapsed=43s (raw round=1 time=43s format=1 Rnd + OT (12-3))
4 period_semantics,ufc_bout_results,28aad472-6bbd-469c-83b6-b23f1437129b,UFC 30: Battle on the Boardwalk | Elvis Sinosic v Jeremy Horn,period_structure/ending_period_kind/number/elapsed,NULL,rounds/round 1 elapsed=172s (raw round=1 time=172s format=3 Rnd (5-5-5))
4 period_semantics,ufc_bout_results,24f07a55-e7bd-4513-884e-ad8d23736c69,UFC 29: Defense of the Belts | Matt Lindland v Yoji Anjo,period_structure/ending_period_kind/number/elapsed,NULL,rounds/round 1 elapsed=178s (raw round=1 time=178s format=3 Rnd (5-5-5))
4 period_semantics,ufc_bout_results,951506d7-7799-40de-85ce-c6ff9f3e6bcf,UFC 30: Battle on the Boardwalk | Sean Sherk v Tiki Ghosn,period_structure/ending_period_kind/number/elapsed,NULL,rounds/round 2 elapsed=587s (raw round=2 time=287s format=2 Rnd (5-5))
4 period_semantics,ufc_bout_results,51dc2dfd-152e-4530-8b2b-ec8082421b9f,UFC 29: Defense of the Belts | Pat Miletich v Kenichi Yamamoto,period_structure/ending_period_kind/number/elapsed,NULL,rounds/round 2 elapsed=418s (raw round=2 time=118s format=5 Rnd (5-5-5-5-5))
4 period_semantics,ufc_bout_results,b6c715a9-fedb-4ded-b34a-87655b868b8d,UFC 27: Ultimate Bad Boyz | Fabiano Iha v Laverne Clark,period_structure/ending_period_kind/number/elapsed,NULL,rounds/round 1 elapsed=70s (raw round=1 time=70s format=3 Rnd (5-5-5))
4 period_semantics,ufc_bout_results,b3e19900-2be8-4980-bec8-52f6d284dfe7,UFC 28: High Stakes | Randy Couture v Kevin Randleman,period_structure/ending_period_kind/number/elapsed,NULL,rounds/round 3 elapsed=853s (raw round=3 time=253s format=5 Rnd (5-5-5-5-5))
4 period_semantics,ufc_bout_results,28021afa-5441-4f68-bac5-0493d416ad7b,UFC 28: High Stakes | Josh Barnett v Gan McGee,period_structure/ending_period_kind/number/elapsed,NULL,rounds/round 2 elapsed=574s (raw round=2 time=274s format=3 Rnd (5-5-5))
4 period_semantics,ufc_bout_results,568b9524-75c3-4c55-a073-c394cc862582,UFC 28: High Stakes | Jens Pulver v John Lewis,period_structure/ending_period_kind/number/elapsed,NULL,rounds/round 1 elapsed=15s (raw round=1 time=15s format=3 Rnd (5-5-5))
4 period_semantics,ufc_bout_results,ef6d1d2b-f1ed-4221-95a6-f1b889e998a4,UFC 27: Ultimate Bad Boyz | Jeremy Horn v Eugene Jackson,period_structure/ending_period_kind/number/elapsed,NULL,rounds/round 1 elapsed=272s (raw round=1 time=272s format=3 Rnd (5-5-5))
4 period_semantics,ufc_bout_results,1a96d50e-7c01-4fff-9deb-bff2c6064b94,UFC 24: First Defense | Tedd Williams v Steve Judson,period_structure/ending_period_kind/number/elapsed,NULL,rounds/round 1 elapsed=203s (raw round=1 time=203s format=3 Rnd (5-5-5))
4 period_semantics,ufc_bout_results,82be944c-40db-44a2-80a6-35e917537a24,UFC 28: High Stakes | Ben Earwood v Chris Lytle,period_structure/ending_period_kind/number/elapsed,NULL,rounds/round 2 elapsed=600s (raw round=2 time=300s format=2 Rnd (5-5))
4 period_semantics,ufc_bout_results,48eba947-9940-4f16-a15c-4f1ca87cdda1,UFC 26: Ultimate Field Of Dreams | Matt Hughes v Marcelo Aguiar,period_structure/ending_period_kind/number/elapsed,NULL,rounds/round 1 elapsed=274s (raw round=1 time=274s format=3 Rnd (5-5-5))
4 period_semantics,ufc_bout_results,5cd69ee1-4df4-4b71-b8ff-a5e7fb6b8f6d,UFC 26: Ultimate Field Of Dreams | Ian Freeman v Nate Schroeder,period_structure/ending_period_kind/number/elapsed,NULL,rounds/round 2 elapsed=433s (raw round=2 time=133s format=2 Rnd (5-5))
4 period_semantics,ufc_bout_results,4b0ee804-a852-4832-a0c1-b0ded438ec01,UFC 24: First Defense | Jens Pulver v David Velasquez,period_structure/ending_period_kind/number/elapsed,NULL,rounds/round 2 elapsed=461s (raw round=2 time=161s format=3 Rnd (5-5-5))
4 period_semantics,ufc_bout_results,f8fe45f5-af91-47f0-9f72-fe4e7b22fc70,UFC 17: Redemption | Pete Williams v Mark Coleman,period_structure/ending_period_kind/number/elapsed,NULL,regulation_overtime/overtime 1 elapsed=758s (raw round=2 time=38s format=1 Rnd + OT (12-3))
4 period_semantics,ufc_bout_results,49203b94-7616-49ab-8ee2-87f6739735e7,UFC 26: Ultimate Field Of Dreams | Tyrone Roberts v David Dodd,period_structure/ending_period_kind/number/elapsed,NULL,rounds/round 3 elapsed=900s (raw round=3 time=300s format=3 Rnd (5-5-5))
4 period_semantics,ufc_bout_results,4bd2c34f-e310-4de7-bd45-6d1a5cb53de0,UFC 17: Redemption | Chuck Liddell v Noe Hernandez,period_structure/ending_period_kind/number/elapsed,NULL,single_period/regulation_period 1 elapsed=720s (raw round=1 time=720s format=1 Rnd (12))
4 period_semantics,ufc_bout_results,40c4a7a2-1fea-48df-90e2-3c498ba542ef,UFC 16: Battle in the Bayou | Frank Shamrock v Igor Zinoviev,period_structure/ending_period_kind/number/elapsed,NULL,regulation_overtime/regulation_period 1 elapsed=22s (raw round=1 time=22s format=1 Rnd + 2OT (15-3-3))
4 period_semantics,ufc_bout_results,2aa73634-5f42-49b3-8d09-e975b88e0736,UFC 16: Battle in the Bayou | Laverne Clark v Josh Stuart,period_structure/ending_period_kind/number/elapsed,NULL,single_period/regulation_period 1 elapsed=75s (raw round=1 time=75s format=1 Rnd (12))
4 period_semantics,ufc_bout_results,5954de6c-3a18-482c-9314-0d62d4697e8a,UFC 26: Ultimate Field Of Dreams | Pat Miletich v John Alessio,period_structure/ending_period_kind/number/elapsed,NULL,rounds/round 2 elapsed=403s (raw round=2 time=103s format=3 Rnd (5-5-5))
4 period_semantics,ufc_bout_results,08c4167a-b7f4-4670-b659-2f79ebec93de,UFC - Ultimate Brazil | Vitor Belfort v Wanderlei Silva,period_structure/ending_period_kind/number/elapsed,NULL,regulation_overtime/regulation_period 1 elapsed=44s (raw round=1 time=44s format=1 Rnd + OT (12-3))
4 period_semantics,ufc_bout_results,bdfdd8af-f86e-4da4-855a-b20bdddd1871,UFC 26: Ultimate Field Of Dreams | Amaury Bitetti v Alex Andrade,period_structure/ending_period_kind/number/elapsed,NULL,rounds/round 2 elapsed=343s (raw round=2 time=43s format=3 Rnd (5-5-5))
4 period_semantics,ufc_bout_results,b8eacc3b-1045-4b36-9163-67201ca76129,UFC 24: First Defense | Lance Gibson v Jermaine Andre,period_structure/ending_period_kind/number/elapsed,NULL,rounds/round 3 elapsed=815s (raw round=3 time=215s format=3 Rnd (5-5-5))
4 period_semantics,ufc_bout_results,8729358c-6485-42c5-a6d3-0174a5236061,UFC - Ultimate Brazil | Tsuyoshi Kohsaka v Pete Williams,period_structure/ending_period_kind/number/elapsed,NULL,regulation_overtime/overtime 1 elapsed=900s (raw round=2 time=180s format=1 Rnd + OT (12-3))
4 period_semantics,ufc_bout_results,ab1786a5-c690-45d8-9c70-80f09786d04f,UFC 24: First Defense | Dave Menne v Fabiano Iha,period_structure/ending_period_kind/number/elapsed,NULL,rounds/round 3 elapsed=900s (raw round=3 time=300s format=3 Rnd (5-5-5))
4 period_semantics,ufc_bout_results,64b4bc04-dfbf-4227-9529-65391b3d23a0,UFC 23: Ultimate Japan 2 | Kevin Randleman v Pete Williams,period_structure/ending_period_kind/number/elapsed,NULL,rounds/round 5 elapsed=1500s (raw round=5 time=300s format=5 Rnd (5-5-5-5-5))
4 period_semantics,ufc_bout_results,b48d4986-97f2-4d82-9fea-051c4ea021f7,UFC 16: Battle in the Bayou | Pat Miletich v Chris Brennan,period_structure/ending_period_kind/number/elapsed,NULL,regulation_overtime/regulation_period 1 elapsed=542s (raw round=1 time=542s format=1 Rnd + OT (12-3))
4 period_semantics,ufc_bout_results,a48c5f69-139f-4379-bc27-a4e6459f78ab,UFC 17: Redemption | Frank Shamrock v Jeremy Horn,period_structure/ending_period_kind/number/elapsed,NULL,regulation_overtime/overtime 1 elapsed=988s (raw round=2 time=88s format=1 Rnd + 2OT (15-3-3))
4 period_semantics,ufc_bout_results,926930c6-2f9c-422c-8b56-5116942eee23,UFC 16: Battle in the Bayou | Tsuyoshi Kohsaka v Kimo Leopoldo,period_structure/ending_period_kind/number/elapsed,NULL,regulation_overtime/overtime 1 elapsed=900s (raw round=2 time=180s format=1 Rnd + OT (12-3))
4 period_semantics,ufc_bout_results,d363381d-5099-4721-8503-bc7dbd296016,UFC 17: Redemption | Dan Henderson v Allan Goes,period_structure/ending_period_kind/number/elapsed,NULL,regulation_overtime/overtime 1 elapsed=900s (raw round=2 time=180s format=1 Rnd + OT (12-3))
4 period_semantics,ufc_bout_results,a589e177-5951-49ec-ad31-9c7fce6bac7c,UFC 16: Battle in the Bayou | Chris Brennan v Courtney Turner,period_structure/ending_period_kind/number/elapsed,NULL,single_period/regulation_period 1 elapsed=80s (raw round=1 time=80s format=1 Rnd (12))
4 period_semantics,ufc_bout_results,94dc334b-c7a2-45f1-8ffd-563bd0a48378,UFC 27: Ultimate Bad Boyz | Ian Freeman v Tedd Williams,period_structure/ending_period_kind/number/elapsed,NULL,rounds/round 3 elapsed=900s (raw round=3 time=300s format=3 Rnd (5-5-5))
4 period_semantics,ufc_bout_results,81950517-f5d0-4ee0-9217-984bda462470,UFC - Ultimate Japan | Randy Couture v Maurice Smith,period_structure/ending_period_kind/number/elapsed,NULL,regulation_overtime/overtime 2 elapsed=1260s (raw round=3 time=180s format=1 Rnd + 2OT (15-3-3))
4 period_semantics,ufc_bout_results,03511d37-775a-4e72-9d37-b5b2a97219e7,UFC 30: Battle on the Boardwalk | Phil Baroni v Curtis Stout,period_structure/ending_period_kind/number/elapsed,NULL,rounds/round 2 elapsed=600s (raw round=2 time=300s format=2 Rnd (5-5))
4 period_semantics,ufc_bout_results,ac6ea663-1d18-4729-a20a-67c9eb6fdf95,UFC 29: Defense of the Belts | Dennis Hallman v Matt Hughes,period_structure/ending_period_kind/number/elapsed,NULL,rounds/round 1 elapsed=20s (raw round=1 time=20s format=3 Rnd (5-5-5))
4 period_semantics,ufc_bout_results,f086dd0d-1b24-43a5-990b-512b808dbf89,UFC 23: Ultimate Japan 2 | Joe Slick v Jason DeLucia,period_structure/ending_period_kind/number/elapsed,NULL,rounds/round 1 elapsed=88s (raw round=1 time=88s format=3 Rnd (5-5-5))
4 period_semantics,ufc_bout_results,f6a78184-8021-4881-bd27-459a676186ba,UFC 23: Ultimate Japan 2 | Katsuhisa Fujii v Masutatsu Yano,period_structure/ending_period_kind/number/elapsed,NULL,rounds/round 2 elapsed=492s (raw round=2 time=192s format=3 Rnd (5-5-5))
4 period_semantics,ufc_bout_results,f7864b27-31eb-4fb6-9e08-ef3c1a007953,UFC 23: Ultimate Japan 2 | Kenichi Yamamoto v Katsuhisa Fujii,period_structure/ending_period_kind/number/elapsed,NULL,rounds/round 2 elapsed=555s (raw round=2 time=255s format=3 Rnd (5-5-5))
4 period_semantics,ufc_bout_results,6fc45d06-35be-4d96-a759-0b746933b97c,UFC 23: Ultimate Japan 2 | Eugene Jackson v Keiichiro Yamamiya,period_structure/ending_period_kind/number/elapsed,NULL,rounds/round 3 elapsed=792s (raw round=3 time=192s format=3 Rnd (5-5-5))
4 period_semantics,ufc_bout_results,d76b8b06-0a29-4842-bdb7-fe4c2d65ea67,UFC 23: Ultimate Japan 2 | Kenichi Yamamoto v Daiju Takase,period_structure/ending_period_kind/number/elapsed,NULL,rounds/round 3 elapsed=900s (raw round=3 time=300s format=3 Rnd (5-5-5))
4 period_semantics,ufc_bout_results,1650f002-b046-477a-a00f-292fdae99284,UFC - Ultimate Japan | Kazushi Sakuraba v Marcus Silveira,period_structure/ending_period_kind/number/elapsed,NULL,regulation_overtime/regulation_period 1 elapsed=224s (raw round=1 time=224s format=1 Rnd + OT (12-3))
4 period_semantics,ufc_bout_results,d9a4b70f-bd0f-4475-baf3-79328ef26311,UFC - Ultimate Japan | Vitor Belfort v Joe Charles,period_structure/ending_period_kind/number/elapsed,NULL,regulation_overtime/regulation_period 1 elapsed=243s (raw round=1 time=243s format=1 Rnd + OT (12-3))
4 period_semantics,ufc_bout_results,1247f0af-ffff-4200-8772-7e8f6bd03533,UFC - Ultimate Japan | Frank Shamrock v Kevin Jackson,period_structure/ending_period_kind/number/elapsed,NULL,regulation_overtime/regulation_period 1 elapsed=16s (raw round=1 time=16s format=1 Rnd + 2OT (15-3-3))
4 period_semantics,ufc_bout_results,933b2811-4cab-4c81-82da-94ee66bc54b8,UFC - Ultimate Japan | Kazushi Sakuraba v Marcus Silveira,period_structure/ending_period_kind/number/elapsed,NULL,regulation_overtime/regulation_period 1 elapsed=111s (raw round=1 time=111s format=1 Rnd + OT (12-3))
4 period_semantics,ufc_bout_results,7439e702-2090-4d7b-b37e-f1ab719afa4f,UFC - Ultimate Japan | David Abbott v Yoji Anjo,period_structure/ending_period_kind/number/elapsed,NULL,regulation_overtime/overtime 1 elapsed=900s (raw round=2 time=180s format=1 Rnd + OT (12-3))
4 period_semantics,ufc_bout_results,79500567-8379-4cf6-922c-4191e4a711a1,UFC 4: Revenge of the Warriors | Guy Mezger v Jason Fairn,period_structure/ending_period_kind/number/elapsed,NULL,untimed/whole_fight 1 elapsed=133s (raw round=1 time=133s format=No Time Limit)
4 period_semantics,ufc_bout_results,23e05eba-aaf1-48d0-8542-0ef536a233ca,UFC 4: Revenge of the Warriors | Marcus Bossett v Eldo Xavier Dias,period_structure/ending_period_kind/number/elapsed,NULL,untimed/whole_fight 1 elapsed=295s (raw round=1 time=295s format=No Time Limit)
4 period_semantics,ufc_bout_results,71113b6d-f141-41ae-80bb-4b855979b1b8,UFC 3: The American Dream | Steve Jennum v Harold Howard,period_structure/ending_period_kind/number/elapsed,NULL,untimed/whole_fight 1 elapsed=87s (raw round=1 time=87s format=No Time Limit)
4 period_semantics,ufc_bout_results,4316fcbf-7dfd-4759-b65b-bb2997ca426e,UFC 3: The American Dream | Ken Shamrock v Felix Lee Mitchell,period_structure/ending_period_kind/number/elapsed,NULL,untimed/whole_fight 1 elapsed=274s (raw round=1 time=274s format=No Time Limit)
4 period_semantics,ufc_bout_results,ca52fbb2-542e-4467-b776-c3b06ca2484d,UFC 3: The American Dream | Harold Howard v Roland Payne,period_structure/ending_period_kind/number/elapsed,NULL,untimed/whole_fight 1 elapsed=46s (raw round=1 time=46s format=No Time Limit)
4 period_semantics,ufc_bout_results,33bc659c-809b-44e3-ac39-d687e5c49110,UFC 3: The American Dream | Royce Gracie v Kimo Leopoldo,period_structure/ending_period_kind/number/elapsed,NULL,untimed/whole_fight 1 elapsed=280s (raw round=1 time=280s format=No Time Limit)
4 period_semantics,ufc_bout_results,7f28d143-2959-422f-a63e-a4795ff7b0da,UFC 3: The American Dream | Ken Shamrock v Christophe Leninger,period_structure/ending_period_kind/number/elapsed,NULL,untimed/whole_fight 1 elapsed=289s (raw round=1 time=289s format=No Time Limit)
4 period_semantics,ufc_bout_results,bf2384ff-bd11-4ee5-83bb-fea47ec3fed0,UFC 3: The American Dream | Keith Hackney v Emmanuel Yarborough,period_structure/ending_period_kind/number/elapsed,NULL,untimed/whole_fight 1 elapsed=119s (raw round=1 time=119s format=No Time Limit)
4 period_semantics,ufc_bout_results,25cd1ad2-617f-4bda-8cf1-3fa4663c5da3,UFC 4: Revenge of the Warriors | Royce Gracie v Dan Severn,period_structure/ending_period_kind/number/elapsed,NULL,untimed/whole_fight 1 elapsed=949s (raw round=1 time=949s format=No Time Limit)
4 period_semantics,ufc_bout_results,cdfff93b-ed2f-4622-9687-033e4debff56,UFC 4: Revenge of the Warriors | Dan Severn v Anthony Macias,period_structure/ending_period_kind/number/elapsed,NULL,untimed/whole_fight 1 elapsed=105s (raw round=1 time=105s format=No Time Limit)
